idr_name,NAME,"GO:0005654,nucleoplasm","GO:0005730,nucleolus","GO:0005739,mitochondrion","GO:0005740,mitochondrial envelope","GO:0005741,mitochondrial outer membrane","GO:0005758,mitochondrial intermembrane space","GO:0031966,mitochondrial membrane","GO:0035556,intracellular signal transduction","GO:0051646,mitochondrion localization","GO:0051654,establishment of mitochondrion localization","GO:0098573,intrinsic component of mitochondrial membrane","GO:0098798,mitochondrial protein complex","GO:0098799,outer mitochondrial membrane protein complex"
YDR312W_idr_2,SSF2,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR312W_idr_4,SSF2,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR313C_idr_2,PIB1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR314C_idr_1,RAD34,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR320C_idr_1,SWA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR320C_idr_3,SWA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR320C_idr_6,SWA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR321W_idr_1,ASP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR323C_idr_2,PEP7,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR323C_idr_6,PEP7,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR324C_idr_2,UTP4,1,1,0,0,0,0,0,0,0,0,0,0,0
YDR325W_idr_5,YCG1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR325W_idr_9,YCG1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR326C_idr_1,YSP2,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR326C_idr_4,YSP2,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR326C_idr_6,YSP2,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR326C_idr_7,YSP2,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR328C_idr_2,SKP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR329C_idr_4,PEX3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR330W_idr_2,UBX5,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR330W_idr_5,UBX5,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR330W_idr_7,UBX5,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR331W_idr_1,GPI8,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR332W_idr_3,IRC3,0,0,1,0,0,0,0,0,0,0,0,0,0
YDR333C_idr_5,RQC1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR333C_idr_7,RQC1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR334W_idr_10,SWR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR334W_idr_14,SWR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR334W_idr_17,SWR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR334W_idr_3,SWR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR334W_idr_9,SWR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR335W_idr_8,MSN5,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR337W_idr_1,MRPS28,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR338C_idr_4,,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR342C_idr_1,HXT7,0,0,1,0,0,0,0,0,0,0,0,0,0
YDR343C_idr_1,HXT6,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR345C_idr_1,HXT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR346C_idr_2,SVF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR348C_idr_1,PAL1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR348C_idr_3,PAL1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR349C_idr_5,YPS7,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR349C_idr_7,YPS7,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR351W_idr_1,SBE2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR351W_idr_2,SBE2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR356W_idr_2,SPC110,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR356W_idr_4,SPC110,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR356W_idr_5,SPC110,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR356W_idr_7,SPC110,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR358W_idr_2,GGA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR358W_idr_3,GGA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR359C_idr_1,EAF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR359C_idr_11,EAF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR359C_idr_4,EAF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR359C_idr_6,EAF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR359C_idr_9,EAF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR361C_idr_1,BCP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR362C_idr_1,TFC6,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR363W_idr_4,ESC2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR363W_idr_7,ESC2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR365C_idr_12,ESF1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR365C_idr_4,ESF1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR365C_idr_5,ESF1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR365C_idr_6,ESF1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR365C_idr_7,ESF1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR369C_idr_10,XRS2,1,0,0,0,0,0,0,0,0,0,0,0,0
YDR369C_idr_12,XRS2,1,0,0,0,0,0,0,0,0,0,0,0,0
YDR369C_idr_5,XRS2,1,0,0,0,0,0,0,0,0,0,0,0,0
YDR369C_idr_6,XRS2,1,0,0,0,0,0,0,0,0,0,0,0,0
YDR372C_idr_1,VPS74,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR374C_idr_2,PHO92,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR375C_idr_1,BCS1,0,0,1,0,0,1,1,0,0,0,0,0,0
YDR379W_idr_2,RGA2,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR379W_idr_5,RGA2,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR381W_idr_1,YRA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR381W_idr_2,YRA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR382W_idr_1,RPP2B,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR384C_idr_1,ATO3,0,0,1,0,0,0,0,0,0,0,0,0,0
YDR386W_idr_2,MUS81,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR386W_idr_3,MUS81,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR387C_idr_1,CIN10,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR388W_idr_3,RVS167,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR389W_idr_1,SAC7,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR389W_idr_3,SAC7,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR390C_idr_5,UBA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR392W_idr_2,SPT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR393W_idr_3,SHE9,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR393W_idr_4,SHE9,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR394W_idr_1,RPT3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR395W_idr_4,SXM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR398W_idr_2,UTP5,1,1,0,0,0,0,0,0,0,0,0,0,0
YDR406W_idr_1,PDR15,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR406W_idr_10,PDR15,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR406W_idr_9,PDR15,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR407C_idr_8,TRS120,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR407C_idr_9,TRS120,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR409W_idr_2,SIZ1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR409W_idr_4,SIZ1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR411C_idr_4,DFM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR412W_idr_3,RRP17,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR412W_idr_5,RRP17,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR416W_idr_2,SYF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR419W_idr_2,RAD30,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR420W_idr_1,HKR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR420W_idr_12,HKR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR420W_idr_15,HKR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR420W_idr_18,HKR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR420W_idr_6,HKR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR420W_idr_8,HKR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR421W_idr_6,ARO80,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR421W_idr_8,ARO80,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR422C_idr_1,SIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR422C_idr_17,SIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR422C_idr_4,SIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR422C_idr_5,SIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR422C_idr_6,SIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR422C_idr_8,SIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR422C_idr_9,SIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR423C_idr_4,CAD1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR425W_idr_1,SNX41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR425W_idr_6,SNX41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR429C_idr_2,TIF35,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR432W_idr_1,NPL3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR432W_idr_2,NPL3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR436W_idr_1,PPZ2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR440W_idr_1,DOT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR440W_idr_2,DOT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR443C_idr_10,SSN2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR443C_idr_12,SSN2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR443C_idr_9,SSN2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR444W_idr_4,,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR446W_idr_1,ECM11,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR448W_idr_4,ADA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR451C_idr_1,YHP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR451C_idr_3,YHP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR451C_idr_4,YHP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR452W_idr_1,PPN1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR456W_idr_1,NHX1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR456W_idr_4,NHX1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_14,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_17,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_19,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_22,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_25,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_26,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_30,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_31,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_33,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_42,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_44,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR457W_idr_7,TOM1,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR458C_idr_3,HEH2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR460W_idr_2,TFB3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR462W_idr_1,MRPL28,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR463W_idr_10,STP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR463W_idr_5,STP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR464W_idr_1,SPP41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR464W_idr_3,SPP41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR464W_idr_4,SPP41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR464W_idr_5,SPP41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR464W_idr_7,SPP41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR464W_idr_9,SPP41,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR465C_idr_4,RMT2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR466W_idr_3,PKH3,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR466W_idr_6,PKH3,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR466W_idr_8,PKH3,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR469W_idr_2,SDC1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR470C_idr_2,UGO1,0,0,1,0,1,0,1,0,0,0,1,0,0
YDR472W_idr_1,TRS31,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR473C_idr_1,PRP3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR475C_idr_3,JIP4,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR475C_idr_4,JIP4,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR475C_idr_8,JIP4,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR475C_idr_9,JIP4,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR477W_idr_1,SNF1,0,0,1,0,0,0,0,1,0,0,0,0,0
YDR477W_idr_3,SNF1,0,0,1,0,0,0,0,1,0,0,0,0,0
YDR478W_idr_3,SNM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR479C_idr_1,PEX29,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR479C_idr_4,PEX29,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR480W_idr_9,DIG2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR481C_idr_1,PHO8,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR483W_idr_1,KRE2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR484W_idr_6,VPS52,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR484W_idr_8,VPS52,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR485C_idr_1,VPS72,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR485C_idr_2,VPS72,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR488C_idr_2,PAC11,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR488C_idr_3,PAC11,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR489W_idr_1,SLD5,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR490C_idr_1,PKH1,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR490C_idr_10,PKH1,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR490C_idr_8,PKH1,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR494W_idr_2,RSM28,0,0,1,0,0,0,0,0,0,0,0,1,0
YDR495C_idr_1,VPS3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR495C_idr_9,VPS3,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR496C_idr_1,PUF6,0,1,0,0,0,0,0,0,0,0,0,0,0
YDR497C_idr_1,ITR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR498C_idr_5,SEC20,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR499W_idr_4,LCD1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR501W_idr_1,PLM2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR501W_idr_2,PLM2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR501W_idr_4,PLM2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR505C_idr_2,PSP1,0,0,1,0,0,0,0,0,0,0,0,0,0
YDR507C_idr_5,GIN4,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR508C_idr_1,GNP1,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR508C_idr_2,GNP1,0,0,1,0,0,0,1,0,0,0,0,0,0
YDR513W_idr_1,GRX2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR515W_idr_1,SLF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR515W_idr_4,SLF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR517W_idr_8,GRH1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR520C_idr_1,URC2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR520C_idr_3,URC2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR520C_idr_9,URC2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR522C_idr_2,SPS2,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR523C_idr_2,SPS1,0,0,0,0,0,0,0,1,0,0,0,0,0
YDR524C_idr_4,AGE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR524C_idr_8,AGE1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR527W_idr_1,RBA50,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR527W_idr_4,RBA50,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL001C_idr_1,IRC22,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL005C_idr_2,VAB2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL007W_idr_2,MIT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL007W_idr_3,MIT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL007W_idr_8,MIT1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL009C_idr_1,GCN4,1,0,0,0,0,0,0,0,0,0,0,0,0
YEL009C_idr_3,GCN4,1,0,0,0,0,0,0,0,0,0,0,0,0
YEL012W_idr_2,UBC8,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL015W_idr_3,EDC3,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL015W_idr_5,EDC3,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL022W_idr_12,GEA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL022W_idr_13,GEA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL022W_idr_17,GEA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL022W_idr_2,GEA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL022W_idr_3,GEA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL022W_idr_7,GEA2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL024W_idr_1,RIP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL031W_idr_11,SPF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL031W_idr_2,SPF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL032W_idr_9,MCM3,1,0,0,0,0,0,0,0,0,0,0,0,0
YEL036C_idr_1,ANP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL036C_idr_3,ANP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL037C_idr_1,RAD23,1,0,1,0,0,0,0,0,0,0,0,0,0
YEL037C_idr_2,RAD23,1,0,1,0,0,0,0,0,0,0,0,0,0
YEL037C_idr_3,RAD23,1,0,1,0,0,0,0,0,0,0,0,0,0
YEL040W_idr_3,UTR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL041W_idr_1,YEF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL041W_idr_6,YEF1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL042W_idr_2,GDA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL043W_idr_3,,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL043W_idr_6,,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL043W_idr_7,,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL050C_idr_1,RML2,0,0,1,0,0,0,0,0,0,0,0,1,0
YEL051W_idr_2,VMA8,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL052W_idr_5,AFG1,0,0,1,0,0,0,1,0,0,0,0,0,0
YEL053C_idr_2,MAK10,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL055C_idr_3,POL5,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL060C_idr_2,PRB1,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL061C_idr_1,CIN8,0,0,1,0,0,0,0,0,0,0,0,0,0
YEL061C_idr_11,CIN8,0,0,1,0,0,0,0,0,0,0,0,0,0
YEL061C_idr_6,CIN8,0,0,1,0,0,0,0,0,0,0,0,0,0
YEL061C_idr_9,CIN8,0,0,1,0,0,0,0,0,0,0,0,0,0
YEL062W_idr_4,NPR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL062W_idr_5,NPR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL063C_idr_1,CAN1,0,0,1,0,0,0,0,0,0,0,0,0,0
YEL064C_idr_1,AVT2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER002W_idr_2,NOP16,0,1,0,0,0,0,0,0,0,0,0,0,0
YER005W_idr_5,YND1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER006W_idr_1,NUG1,0,1,0,0,0,0,0,0,0,0,0,0,0
YER006W_idr_7,NUG1,0,1,0,0,0,0,0,0,0,0,0,0,0
YER008C_idr_1,SEC3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER008C_idr_14,SEC3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER008C_idr_8,SEC3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER011W_idr_3,TIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER013W_idr_17,PRP22,0,0,0,0,0,0,0,0,0,0,0,0,0
YER013W_idr_7,PRP22,0,0,0,0,0,0,0,0,0,0,0,0,0
YER013W_idr_9,PRP22,0,0,0,0,0,0,0,0,0,0,0,0,0
YER016W_idr_2,BIM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER016W_idr_4,BIM1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER017C_idr_1,AFG3,0,0,1,0,0,0,1,0,0,0,0,1,0
YER019C-A_idr_1,SBH2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER020W_idr_1,GPA2,0,0,1,0,0,0,0,1,0,0,0,0,0
YER021W_idr_3,RPN3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER022W_idr_10,SRB4,0,0,0,0,0,0,0,0,0,0,0,0,0
YER022W_idr_8,SRB4,0,0,0,0,0,0,0,0,0,0,0,0,0
YER024W_idr_11,YAT2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER024W_idr_2,YAT2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER024W_idr_3,YAT2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER025W_idr_1,GCD11,0,0,0,0,0,0,0,0,0,0,0,0,0
YER026C_idr_1,CHO1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER027C_idr_1,GAL83,0,0,0,0,0,0,0,0,0,0,0,0,0
YER027C_idr_2,GAL83,0,0,0,0,0,0,0,0,0,0,0,0,0
YER028C_idr_10,MIG3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER028C_idr_8,MIG3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER029C_idr_3,SMB1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER030W_idr_1,CHZ1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER031C_idr_2,YPT31,0,0,1,0,1,0,1,1,0,0,0,0,0
YER032W_idr_12,FIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER032W_idr_2,FIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER032W_idr_3,FIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER032W_idr_4,FIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER032W_idr_5,FIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER032W_idr_9,FIR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER033C_idr_1,ZRG8,0,0,1,0,0,0,0,0,0,0,0,0,0
YER033C_idr_2,ZRG8,0,0,1,0,0,0,0,0,0,0,0,0,0
YER038C_idr_2,KRE29,0,0,0,0,0,0,0,0,0,0,0,0,0
YER040W_idr_1,GLN3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER040W_idr_2,GLN3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER040W_idr_3,GLN3,0,0,0,0,0,0,0,0,0,0,0,0,0
YER041W_idr_6,YEN1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER041W_idr_7,YEN1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER045C_idr_12,ACA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER045C_idr_9,ACA1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER047C_idr_4,SAP1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER048C_idr_2,CAJ1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER054C_idr_5,GIP2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER054C_idr_7,GIP2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER054C_idr_8,GIP2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER056C_idr_1,FCY2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER059W_idr_1,PCL6,0,0,0,0,0,0,0,0,0,0,0,0,0
YER060W-A_idr_1,FCY22,0,0,0,0,0,0,0,0,0,0,0,0,0
YER063W_idr_2,THO1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER063W_idr_4,THO1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER064C_idr_2,VHR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER064C_idr_3,VHR2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER068W_idr_7,MOT2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER068W_idr_9,MOT2,0,0,0,0,0,0,0,0,0,0,0,0,0
YER069W_idr_1,ARG5,0,0,0,0,0,0,0,0,0,0,0,0,0
YER069W_idr_2,ARG5,0,0,0,0,0,0,0,0,0,0,0,0,0
YER070W_idr_1,RNR1,0,0,0,0,0,0,0,0,0,0,0,0,0
YER075C_idr_1,PTP3,0,0,0,0,0,0,0,0,0,0,0,0,0
